TVB频道,#genre#
深圳卫视,http://218.20.220.15:8888/udp/239.77.0.55:5146
深圳卫视,http://218.20.220.15:8888/udp/239.77.1.21:5146
深圳卫视,http://218.20.220.15:8888/udp/239.77.1.3:5146
深圳卫视,http://218.20.220.15:8888/udp/239.77.1.148:5146
深圳卫视,http://218.20.220.15:8888/udp/239.77.0.92:5146
深圳卫视,http://218.20.220.15:8888/udp/239.77.0.130:5146
深圳都市频道,http://218.20.220.15:8888/udp/239.77.1.34:5146
深圳都市频道,http://218.20.220.15:8888/udp/239.77.1.176:5146
深圳都市频道,http://218.20.220.15:8888/udp/239.77.1.124:5146
深圳电视剧频道,http://218.20.220.15:8888/udp/239.77.1.7:5146
深圳电视剧频道,http://218.20.220.15:8888/udp/239.77.1.177:5146
深圳电视剧频道,http://218.20.220.15:8888/udp/239.77.1.125:5146
深圳财经生活,http://218.20.220.15:8888/udp/239.77.1.22:5146
深圳财经生活,http://218.20.220.15:8888/udp/239.77.1.242:5146
深圳娱乐频道,http://218.20.220.15:8888/udp/239.77.1.36:5146
深圳娱乐频道,http://218.20.220.15:8888/udp/239.77.1.243:5146
深圳体育健康,http://218.20.220.15:8888/udp/239.77.1.8:5146
深圳体育健康,http://218.20.220.15:8888/udp/239.77.1.128:5146
深圳体育健康,http://218.20.220.15:8888/udp/239.77.1.140:5146
深圳少儿频道,http://218.20.220.15:8888/udp/239.77.1.38:5146
深圳少儿频道,http://218.20.220.15:8888/udp/239.77.1.244:5146
深圳公共频道,http://218.20.220.15:8888/udp/239.77.1.9:5146
深圳公共频道,http://218.20.220.15:8888/udp/239.77.1.178:5146
深圳公共频道,http://218.20.220.15:8888/udp/239.77.1.126:5146
深圳宝安频道,http://218.20.220.15:8888/udp/239.77.1.206:5146
深圳宝安频道,http://218.20.220.15:8888/udp/239.77.1.67:5146
深圳宝安第一课,http://218.20.220.15:8888/udp/239.77.1.225:5146
深圳龙岗频道,http://218.20.220.15:8888/udp/239.77.1.223:5146
深圳东部频道,http://218.20.220.15:8888/udp/239.77.1.224:5146
深圳众创TV,http://218.20.220.15:8888/udp/239.77.1.247:5146
深圳移动电视,http://218.20.220.15:8888/udp/239.77.1.175:5146
深圳宜和购物,http://218.20.220.15:8888/udp/239.77.1.39:5146
深圳宜和购物,http://218.20.220.15:8888/udp/239.77.1.87:5146
韶关新闻综合,http://218.20.220.15:8888/udp/239.77.0.116:5146
韶关新闻综合,http://218.20.220.15:8888/udp/239.77.0.117:5146
韶关绿色生活,http://218.20.220.15:8888/udp/239.77.0.118:5146
韶关绿色生活,http://218.20.220.15:8888/udp/239.77.0.119:5146
湛江新闻综合,http://218.20.220.15:8888/udp/239.77.0.120:5146
湛江新闻综合,http://218.20.220.15:8888/udp/239.77.0.141:5146
湛江公共,http://218.20.220.15:8888/udp/239.77.0.121:5146
湛江公共,http://218.20.220.15:8888/udp/239.77.0.140:5146
揭阳综合,http://218.20.220.15:8888/udp/239.77.0.157:5146
揭阳综合,http://218.20.220.15:8888/udp/239.77.0.229:5146
揭阳生活,http://218.20.220.15:8888/udp/239.77.0.158:5146
揭阳生活,http://218.20.220.15:8888/udp/239.77.0.251:5146
汕尾新闻综合,http://218.20.220.15:8888/udp/239.77.1.189:5146
汕尾新闻综合,http://218.20.220.15:8888/udp/239.77.0.25:5146
汕尾文化生活,http://218.20.220.15:8888/udp/239.77.1.190:5146
汕尾文化生活,http://218.20.220.15:8888/udp/239.77.0.187:5146
江门综合,http://218.20.220.15:8888/udp/239.77.0.195:5146
江门综合,http://218.20.220.15:8888/udp/239.77.0.201:5146
江门侨乡生活,http://218.20.220.15:8888/udp/239.77.0.196:5146
江门侨乡生活,http://218.20.220.15:8888/udp/239.77.0.202:5146
江门教育,http://218.20.220.15:8888/udp/239.77.0.197:5146
江门教育,http://218.20.220.15:8888/udp/239.77.0.203:5146
珠海1,http://218.20.220.15:8888/udp/239.77.1.230:5146
珠海1,http://218.20.220.15:8888/udp/239.77.0.155:5146
珠海2,http://218.20.220.15:8888/udp/239.77.1.231:5146
珠海2,http://218.20.220.15:8888/udp/239.77.0.154:5146
肇庆综合,http://218.20.220.15:8888/udp/239.253.43.3:5146
肇庆综合,http://218.20.220.15:8888/udp/239.253.43.1:5146
肇庆生活服务,http://218.20.220.15:8888/udp/239.253.43.4:5146
肇庆生活服务,http://218.20.220.15:8888/udp/239.253.43.2:5146
河源综合,http://218.20.220.15:8888/udp/239.253.43.215:5146
河源综合,http://218.20.220.15:8888/udp/239.253.43.213:5146
河源公共,http://218.20.220.15:8888/udp/239.253.43.216:5146
河源公共,http://218.20.220.15:8888/udp/239.253.43.214:5146
清远新闻综合,http://218.20.220.15:8888/udp/239.253.43.31:5146
清远新闻综合,http://218.20.220.15:8888/udp/239.253.43.33:5146
清远文旅生活,http://218.20.220.15:8888/udp/239.253.43.32:5146
清远文旅生活,http://218.20.220.15:8888/udp/239.77.0.241:5146
清远文旅生活,http://218.20.220.15:8888/udp/239.253.43.34:5146
云浮综合,http://218.20.220.15:8888/udp/239.253.43.195:5146
云浮综合,http://218.20.220.15:8888/udp/239.77.0.253:5146
云浮文旅,http://218.20.220.15:8888/udp/239.253.43.194:5146
云浮文旅,http://218.20.220.15:8888/udp/239.77.0.254:5146
茂名综合,http://218.20.220.15:8888/udp/239.77.0.204:5146
茂名综合,http://218.20.220.15:8888/udp/239.77.0.206:5146
茂名公共,http://218.20.220.15:8888/udp/239.77.0.205:5146
茂名公共,http://218.20.220.15:8888/udp/239.77.0.207:5146
汕头综合,http://218.20.220.15:8888/udp/239.253.43.30:5146
汕头综合,http://218.20.220.15:8888/udp/239.77.1.130:5146
汕头综合,http://218.20.220.15:8888/udp/239.253.43.45:5146
汕头经济生活,http://218.20.220.15:8888/udp/239.253.43.43:5146
汕头经济生活,http://218.20.220.15:8888/udp/239.77.1.131:5146
汕头经济生活,http://218.20.220.15:8888/udp/239.253.43.46:5146
汕头文旅体育,http://218.20.220.15:8888/udp/239.253.43.44:5146
汕头文旅体育,http://218.20.220.15:8888/udp/239.77.1.132:5146
汕头文旅体育,http://218.20.220.15:8888/udp/239.253.43.47:5146
佛山公共,http://218.20.220.15:8888/udp/239.253.43.48:5146
佛山公共,http://218.20.220.15:8888/udp/239.253.43.53:5146
佛山南海,http://218.20.220.15:8888/udp/239.253.43.49:5146
佛山南海,http://218.20.220.15:8888/udp/239.77.0.236:5146
佛山南海,http://218.20.220.15:8888/udp/239.253.43.54:5146
佛山顺德,http://218.20.220.15:8888/udp/239.253.43.50:5146
佛山顺德,http://218.20.220.15:8888/udp/239.253.43.55:5146
佛山影视,http://218.20.220.15:8888/udp/239.253.43.51:5146
佛山影视,http://218.20.220.15:8888/udp/239.253.43.56:5146
佛山综合,http://218.20.220.15:8888/udp/239.253.43.52:5146
佛山综合,http://218.20.220.15:8888/udp/239.253.43.57:5146
东莞新闻综合,http://218.20.220.15:8888/udp/239.253.43.102:5146
东莞新闻综合,http://218.20.220.15:8888/udp/239.253.43.104:5146
东莞生活资讯,http://218.20.220.15:8888/udp/239.253.43.103:5146
东莞生活资讯,http://218.20.220.15:8888/udp/239.253.43.105:5146
中山综合,http://218.20.220.15:8888/udp/239.253.43.59:5146
中山综合,http://218.20.220.15:8888/udp/239.253.43.62:5146
中山教育,http://218.20.220.15:8888/udp/239.253.43.61:5146
中山教育,http://218.20.220.15:8888/udp/239.253.43.64:5146
央视频道,#genre#
CCTV3,http://183.11.239.36:808/hls/91/index.m3u8
CCTV4中文国际,http://183.11.239.36:808/hls/22/index.m3u8
CCTV5,http://183.11.239.36:808/hls/93/index.m3u8
CCTV6,http://183.11.239.36:808/hls/94/index.m3u8
CCTV14少儿,http://183.11.239.36:808/hls/32/index.m3u8
CCTV15,http://183.11.239.36:808/hls/102/index.m3u8
CGTN阿拉伯语,http://183.11.239.36:808/hls/84/index.m3u8
CCTV4中文国际美洲,http://183.11.239.36:808/hls/77/index.m3u8
CCTV4中文国际欧洲,http://183.11.239.36:808/hls/67/index.m3u8
CCTVNEWS,http://183.11.239.36:808/hls/34/index.m3u8
CCTV5,http://183.11.239.36:808/hls/93/index.m3u8
CCTV6,http://183.11.239.36:808/hls/94/index.m3u8
CCTV1,http://14.112.83.40:2222/udp/239.77.1.17:5146
CCTV1,http://14.112.83.40:2222/udp/239.77.1.144:5146
CCTV1,http://14.112.83.40:2222/udp/239.77.0.86:5146
CCTV1,http://14.112.83.40:2222/udp/239.77.0.129:5146
CCTV2,http://14.112.83.40:2222/udp/239.77.1.158:5146
CCTV2,http://14.112.83.40:2222/udp/239.253.43.17:5146
CCTV2,http://14.112.83.40:2222/udp/239.77.0.137:5146
CCTV3,http://14.112.83.40:2222/udp/239.77.0.169:5146
CCTV3,http://14.112.83.40:2222/udp/239.77.0.175:5146
CCTV4,http://14.112.83.40:2222/udp/239.77.1.163:5146
CCTV4,http://14.112.83.40:2222/udp/239.77.1.166:5146
CCTV4,http://14.112.83.40:2222/udp/239.77.0.78:5146
CCTV5,http://14.112.83.40:2222/udp/239.77.0.170:5146
CCTV5,http://14.112.83.40:2222/udp/239.77.0.177:5146
CCTV5+,http://14.112.83.40:2222/udp/239.77.0.87:5146
CCTV5+,http://14.112.83.40:2222/udp/239.77.1.31:5146
CCTV5+,http://14.112.83.40:2222/udp/239.77.1.147:5146
CCTV6,http://14.112.83.40:2222/udp/239.77.0.171:5146
CCTV6,http://14.112.83.40:2222/udp/239.77.0.178:5146
CCTV7,http://14.112.83.40:2222/udp/239.77.1.159:5146
CCTV7,http://14.112.83.40:2222/udp/239.77.1.167:5146
CCTV7,http://14.112.83.40:2222/udp/239.77.0.138:5146
CCTV8,http://14.112.83.40:2222/udp/239.77.0.172:5146
CCTV8,http://14.112.83.40:2222/udp/239.77.0.181:5146
CCTV9,http://14.112.83.40:2222/udp/239.77.1.160:5146
CCTV9,http://14.112.83.40:2222/udp/239.77.1.168:5146
CCTV9,http://14.112.83.40:2222/udp/239.77.0.135:5146
CCTV10,http://14.112.83.40:2222/udp/239.77.1.113:5146
CCTV10,http://14.112.83.40:2222/udp/239.77.1.169:5146
CCTV10,http://14.112.83.40:2222/udp/239.77.0.134:5146
CCTV11,http://14.112.83.40:2222/udp/239.77.1.238:5146
CCTV12,http://14.112.83.40:2222/udp/239.77.1.109:5146
CCTV12,http://14.112.83.40:2222/udp/239.77.1.170:5146
CCTV12,http://14.112.83.40:2222/udp/239.77.0.136:5146
CCTV13,http://14.112.83.40:2222/udp/239.77.0.188:5146
CCTV13,http://14.112.83.40:2222/udp/239.253.43.196:5146
CCTV14,http://14.112.83.40:2222/udp/239.77.1.161:5146
CCTV14,http://14.112.83.40:2222/udp/239.77.1.171:5146
CCTV14,http://14.112.83.40:2222/udp/239.77.0.133:5146
CCTV15,http://14.112.83.40:2222/udp/239.77.1.239:5146
CCTV16,http://14.112.83.40:2222/udp/239.77.0.165:5146
CCTV16,http://14.112.83.40:2222/udp/239.77.1.76:5146
CCTV16,http://14.112.83.40:2222/udp/239.77.1.98:5146
CCTV17,http://14.112.83.40:2222/udp/239.77.1.121:5146
CCTV,http://14.112.83.40:2222/udp/239.77.0.194:5146
CCTV,http://14.112.83.40:2222/udp/239.77.0.174:5146
CGTN,http://14.112.83.40:2222/udp/239.77.0.45:5146
CGTN,http://14.112.83.40:2222/udp/239.77.1.27:5146
CGTN英语,http://14.112.83.40:2222/udp/239.77.0.199:5146
CGTN西班牙语,http://14.112.83.40:2222/udp/239.77.0.221:5146
CGTN法语,http://14.112.83.40:2222/udp/239.77.0.228:5146
CGTN阿拉伯语,http://14.112.83.40:2222/udp/239.253.43.200:5146
CGTN俄语,http://14.112.83.40:2222/udp/239.253.43.201:5146
CCTV1,http://183.1.251.226:8081/hls/138/index.m3u8
CCTV2,http://183.1.251.226:8081/hls/2/index.m3u8
CCTV3,http://183.1.251.226:8081/hls/3/index.m3u8
CCTV4,http://183.1.251.226:8081/hls/4/index.m3u8
CCTV5,http://183.1.251.226:8081/hls/5/index.m3u8
CCTV6,http://183.1.251.226:8081/hls/6/index.m3u8
CCTV7,http://183.1.251.226:8081/hls/7/index.m3u8
CCTV8,http://183.1.251.226:8081/hls/8/index.m3u8
CCTV9,http://183.1.251.226:8081/hls/9/index.m3u8
CCTV10,http://183.1.251.226:8081/hls/10/index.m3u8
CCTV12,http://183.1.251.226:8081/hls/12/index.m3u8
CCTV14,http://183.1.251.226:8081/hls/14/index.m3u8
CCTV15,http://183.1.251.226:8081/hls/15/index.m3u8
CCTV5+,http://183.1.251.226:8081/hls/16/index.m3u8
CCTV4,http://183.1.251.226:8081/hls/131/index.m3u8
CCTV12,http://183.1.251.226:8081/hls/134/index.m3u8
CCTV1,http://116.22.58.194:4022/udp/239.77.1.17:5146
CCTV1,http://116.22.58.194:4022/udp/239.77.1.144:5146
CCTV1,http://116.22.58.194:4022/udp/239.77.0.86:5146
CCTV1,http://116.22.58.194:4022/udp/239.77.0.129:5146
CCTV2,http://116.22.58.194:4022/udp/239.77.1.158:5146
CCTV2,http://116.22.58.194:4022/udp/239.253.43.17:5146
CCTV2,http://116.22.58.194:4022/udp/239.77.0.137:5146
CCTV3,http://116.22.58.194:4022/udp/239.77.0.169:5146
CCTV3,http://116.22.58.194:4022/udp/239.77.0.175:5146
CCTV4,http://116.22.58.194:4022/udp/239.77.1.163:5146
CCTV4,http://116.22.58.194:4022/udp/239.77.1.166:5146
CCTV4,http://116.22.58.194:4022/udp/239.77.0.78:5146
CCTV5,http://116.22.58.194:4022/udp/239.77.0.170:5146
CCTV5,http://116.22.58.194:4022/udp/239.77.0.177:5146
CCTV5+,http://116.22.58.194:4022/udp/239.77.0.87:5146
CCTV5+,http://116.22.58.194:4022/udp/239.77.1.31:5146
CCTV5+,http://116.22.58.194:4022/udp/239.77.1.147:5146
CCTV6,http://116.22.58.194:4022/udp/239.77.0.171:5146
CCTV6,http://116.22.58.194:4022/udp/239.77.0.178:5146
CCTV7,http://116.22.58.194:4022/udp/239.77.1.159:5146
CCTV7,http://116.22.58.194:4022/udp/239.77.1.167:5146
CCTV7,http://116.22.58.194:4022/udp/239.77.0.138:5146
CCTV8,http://116.22.58.194:4022/udp/239.77.0.172:5146
CCTV8,http://116.22.58.194:4022/udp/239.77.0.181:5146
CCTV9,http://116.22.58.194:4022/udp/239.77.1.160:5146
CCTV9,http://116.22.58.194:4022/udp/239.77.1.168:5146
CCTV9,http://116.22.58.194:4022/udp/239.77.0.135:5146
CCTV10,http://116.22.58.194:4022/udp/239.77.1.113:5146
CCTV10,http://116.22.58.194:4022/udp/239.77.1.169:5146
CCTV10,http://116.22.58.194:4022/udp/239.77.0.134:5146
CCTV11,http://116.22.58.194:4022/udp/239.77.1.238:5146
CCTV12,http://116.22.58.194:4022/udp/239.77.1.109:5146
CCTV12,http://116.22.58.194:4022/udp/239.77.1.170:5146
CCTV12,http://116.22.58.194:4022/udp/239.77.0.136:5146
CCTV13,http://116.22.58.194:4022/udp/239.77.0.188:5146
CCTV13,http://116.22.58.194:4022/udp/239.253.43.196:5146
CCTV14,http://116.22.58.194:4022/udp/239.77.1.161:5146
CCTV14,http://116.22.58.194:4022/udp/239.77.1.171:5146
CCTV14,http://116.22.58.194:4022/udp/239.77.0.133:5146
CCTV15,http://116.22.58.194:4022/udp/239.77.1.239:5146
CCTV16,http://116.22.58.194:4022/udp/239.77.0.165:5146
CCTV16,http://116.22.58.194:4022/udp/239.77.1.76:5146
CCTV16,http://116.22.58.194:4022/udp/239.77.1.98:5146
CCTV17,http://116.22.58.194:4022/udp/239.77.1.121:5146
CCTV,http://116.22.58.194:4022/udp/239.77.0.194:5146
CCTV,http://116.22.58.194:4022/udp/239.77.0.174:5146
CGTN,http://116.22.58.194:4022/udp/239.77.0.45:5146
CGTN,http://116.22.58.194:4022/udp/239.77.1.27:5146
CGTN英语,http://116.22.58.194:4022/udp/239.77.0.199:5146
CGTN西班牙语,http://116.22.58.194:4022/udp/239.77.0.221:5146
CGTN法语,http://116.22.58.194:4022/udp/239.77.0.228:5146
CGTN阿拉伯语,http://116.22.58.194:4022/udp/239.253.43.200:5146
CGTN俄语,http://116.22.58.194:4022/udp/239.253.43.201:5146
CCTV1,http://218.20.220.15:8888/udp/239.77.1.17:5146
CCTV1,http://218.20.220.15:8888/udp/239.77.1.144:5146
CCTV1,http://218.20.220.15:8888/udp/239.77.0.86:5146
CCTV1,http://218.20.220.15:8888/udp/239.77.0.129:5146
CCTV2,http://218.20.220.15:8888/udp/239.77.1.158:5146
CCTV2,http://218.20.220.15:8888/udp/239.253.43.17:5146
CCTV2,http://218.20.220.15:8888/udp/239.77.0.137:5146
CCTV3,http://218.20.220.15:8888/udp/239.77.0.169:5146
CCTV3,http://218.20.220.15:8888/udp/239.77.0.175:5146
CCTV4,http://218.20.220.15:8888/udp/239.77.1.163:5146
CCTV4,http://218.20.220.15:8888/udp/239.77.1.166:5146
CCTV4,http://218.20.220.15:8888/udp/239.77.0.78:5146
CCTV5,http://218.20.220.15:8888/udp/239.77.0.170:5146
CCTV5,http://218.20.220.15:8888/udp/239.77.0.177:5146
CCTV5+,http://218.20.220.15:8888/udp/239.77.0.87:5146
CCTV5+,http://218.20.220.15:8888/udp/239.77.1.31:5146
CCTV5+,http://218.20.220.15:8888/udp/239.77.1.147:5146
CCTV6,http://218.20.220.15:8888/udp/239.77.0.171:5146
CCTV6,http://218.20.220.15:8888/udp/239.77.0.178:5146
CCTV7,http://218.20.220.15:8888/udp/239.77.1.159:5146
CCTV7,http://218.20.220.15:8888/udp/239.77.1.167:5146
CCTV7,http://218.20.220.15:8888/udp/239.77.0.138:5146
CCTV8,http://218.20.220.15:8888/udp/239.77.0.172:5146
CCTV8,http://218.20.220.15:8888/udp/239.77.0.181:5146
CCTV9,http://218.20.220.15:8888/udp/239.77.1.160:5146
CCTV9,http://218.20.220.15:8888/udp/239.77.1.168:5146
CCTV9,http://218.20.220.15:8888/udp/239.77.0.135:5146
CCTV10,http://218.20.220.15:8888/udp/239.77.1.113:5146
CCTV10,http://218.20.220.15:8888/udp/239.77.1.169:5146
CCTV10,http://218.20.220.15:8888/udp/239.77.0.134:5146
CCTV11,http://218.20.220.15:8888/udp/239.77.1.238:5146
CCTV12,http://218.20.220.15:8888/udp/239.77.1.109:5146
CCTV12,http://218.20.220.15:8888/udp/239.77.1.170:5146
CCTV12,http://218.20.220.15:8888/udp/239.77.0.136:5146
CCTV13,http://218.20.220.15:8888/udp/239.77.0.188:5146
CCTV13,http://218.20.220.15:8888/udp/239.253.43.196:5146
CCTV14,http://218.20.220.15:8888/udp/239.77.1.161:5146
CCTV14,http://218.20.220.15:8888/udp/239.77.1.171:5146
CCTV14,http://218.20.220.15:8888/udp/239.77.0.133:5146
CCTV15,http://218.20.220.15:8888/udp/239.77.1.239:5146
CCTV16,http://218.20.220.15:8888/udp/239.77.0.165:5146
CCTV16,http://218.20.220.15:8888/udp/239.77.1.76:5146
CCTV16,http://218.20.220.15:8888/udp/239.77.1.98:5146
CCTV17,http://218.20.220.15:8888/udp/239.77.1.121:5146
CCTV,http://218.20.220.15:8888/udp/239.77.0.194:5146
CCTV,http://218.20.220.15:8888/udp/239.77.0.174:5146
CGTN,http://218.20.220.15:8888/udp/239.77.0.45:5146
CGTN,http://218.20.220.15:8888/udp/239.77.1.27:5146
CGTN英语,http://218.20.220.15:8888/udp/239.77.0.199:5146
CGTN西班牙语,http://218.20.220.15:8888/udp/239.77.0.221:5146
CGTN法语,http://218.20.220.15:8888/udp/239.77.0.228:5146
CGTN阿拉伯语,http://218.20.220.15:8888/udp/239.253.43.200:5146
CGTN俄语,http://218.20.220.15:8888/udp/239.253.43.201:5146
卫视频道,#genre#
浙江卫视,http://183.11.239.36:808/hls/37/index.m3u8
安徽卫视,http://183.11.239.36:808/hls/40/index.m3u8
北京卫视,http://183.11.239.36:808/hls/41/index.m3u8
天津卫视,http://183.11.239.36:808/hls/42/index.m3u8
山东卫视,http://183.11.239.36:808/hls/43/index.m3u8
江西卫视,http://183.11.239.36:808/hls/44/index.m3u8
深圳卫视,http://183.11.239.36:808/hls/45/index.m3u8
湖北卫视,http://183.11.239.36:808/hls/46/index.m3u8
辽宁卫视,http://183.11.239.36:808/hls/47/index.m3u8
黑龙江卫视,http://183.11.239.36:808/hls/48/index.m3u8
贵州卫视,http://183.11.239.36:808/hls/49/index.m3u8
河北卫视,http://183.11.239.36:808/hls/54/index.m3u8
东方卫视,http://183.11.239.36:808/hls/114/index.m3u8
西藏卫视,http://183.11.239.36:808/hls/64/index.m3u8
海南卫视,http://183.11.239.36:808/hls/124/index.m3u8
广东卫视,http://14.112.83.40:2222/udp/239.77.1.19:5146
广东卫视,http://14.112.83.40:2222/udp/239.77.1.152:5146
广东卫视,http://14.112.83.40:2222/udp/239.77.0.84:5146
广东卫视,http://14.112.83.40:2222/udp/239.77.0.166:5146
大湾区卫视,http://14.112.83.40:2222/udp/239.77.0.215:5146
广东卫视,http://14.112.83.40:2222/udp/239.77.0.2:5146
广东卫视,http://14.112.83.40:2222/udp/239.77.1.2:5146
大湾区卫视,http://14.112.83.40:2222/udp/239.77.0.9:5146
大湾区卫视,http://14.112.83.40:2222/udp/239.77.1.12:5146
深圳卫视,http://14.112.83.40:2222/udp/239.77.0.55:5146
深圳卫视,http://14.112.83.40:2222/udp/239.77.1.21:5146
深圳卫视,http://14.112.83.40:2222/udp/239.77.1.3:5146
深圳卫视,http://14.112.83.40:2222/udp/239.77.1.148:5146
深圳卫视,http://14.112.83.40:2222/udp/239.77.0.92:5146
深圳卫视,http://14.112.83.40:2222/udp/239.77.0.130:5146
湖南卫视,http://14.112.83.40:2222/udp/239.77.0.46:5146
湖南卫视,http://14.112.83.40:2222/udp/239.77.1.29:5146
湖南卫视,http://14.112.83.40:2222/udp/239.77.1.5:5146
湖南卫视,http://14.112.83.40:2222/udp/239.77.1.129:5146
湖南卫视,http://14.112.83.40:2222/udp/239.77.0.88:5146
湖南卫视,http://14.112.83.40:2222/udp/239.77.0.127:5146
浙江卫视,http://14.112.83.40:2222/udp/239.77.0.47:5146
浙江卫视,http://14.112.83.40:2222/udp/239.77.1.32:5146
浙江卫视,http://14.112.83.40:2222/udp/239.77.1.33:5146
浙江卫视,http://14.112.83.40:2222/udp/239.77.1.150:5146
浙江卫视,http://14.112.83.40:2222/udp/239.77.0.89:5146
浙江卫视,http://14.112.83.40:2222/udp/239.77.0.125:5146
江苏卫视,http://14.112.83.40:2222/udp/239.77.0.48:5146
江苏卫视,http://14.112.83.40:2222/udp/239.77.1.40:5146
江苏卫视,http://14.112.83.40:2222/udp/239.77.1.18:5146
江苏卫视,http://14.112.83.40:2222/udp/239.77.1.149:5146
江苏卫视,http://14.112.83.40:2222/udp/239.77.0.90:5146
江苏卫视,http://14.112.83.40:2222/udp/239.77.0.126:5146
东方卫视,http://14.112.83.40:2222/udp/239.77.0.49:5146
东方卫视,http://14.112.83.40:2222/udp/239.77.1.48:5146
东方卫视,http://14.112.83.40:2222/udp/239.77.1.218:5146
东方卫视,http://14.112.83.40:2222/udp/239.77.1.156:5146
东方卫视,http://14.112.83.40:2222/udp/239.77.0.98:5146
安徽卫视,http://14.112.83.40:2222/udp/239.77.0.50:5146
安徽卫视,http://14.112.83.40:2222/udp/239.77.1.13:5146
安徽卫视,http://14.112.83.40:2222/udp/239.77.1.92:5146
安徽卫视,http://14.112.83.40:2222/udp/239.77.1.157:5146
安徽卫视,http://14.112.83.40:2222/udp/239.77.0.183:5146
北京卫视,http://14.112.83.40:2222/udp/239.77.0.51:5146
北京卫视,http://14.112.83.40:2222/udp/239.77.1.14:5146
北京卫视,http://14.112.83.40:2222/udp/239.77.1.4:5146
北京卫视,http://14.112.83.40:2222/udp/239.77.1.151:5146
北京卫视,http://14.112.83.40:2222/udp/239.77.0.91:5146
天津卫视,http://14.112.83.40:2222/udp/239.77.0.52:5146
天津卫视,http://14.112.83.40:2222/udp/239.77.1.37:5146
天津卫视,http://14.112.83.40:2222/udp/239.77.1.141:5146
天津卫视,http://14.112.83.40:2222/udp/239.77.1.182:5146
天津卫视,http://14.112.83.40:2222/udp/239.77.0.97:5146
天津卫视,http://14.112.83.40:2222/udp/239.77.0.131:5146
山东卫视,http://14.112.83.40:2222/udp/239.77.0.53:5146
山东卫视,http://14.112.83.40:2222/udp/239.77.1.66:5146
山东卫视,http://14.112.83.40:2222/udp/239.77.1.142:5146
山东卫视,http://14.112.83.40:2222/udp/239.77.1.153:5146
山东卫视,http://14.112.83.40:2222/udp/239.77.0.94:5146
山东卫视,http://14.112.83.40:2222/udp/239.77.0.132:5146
江西卫视,http://14.112.83.40:2222/udp/239.77.0.54:5146
江西卫视,http://14.112.83.40:2222/udp/239.77.1.73:5146
江西卫视,http://14.112.83.40:2222/udp/239.77.1.219:5146
江西卫视,http://14.112.83.40:2222/udp/239.77.0.149:5146
湖北卫视,http://14.112.83.40:2222/udp/239.77.0.56:5146
湖北卫视,http://14.112.83.40:2222/udp/239.77.1.44:5146
湖北卫视,http://14.112.83.40:2222/udp/239.77.1.93:5146
湖北卫视,http://14.112.83.40:2222/udp/239.77.1.174:5146
湖北卫视,http://14.112.83.40:2222/udp/239.77.0.95:5146
湖北卫视,http://14.112.83.40:2222/udp/239.77.0.128:5146
辽宁卫视,http://14.112.83.40:2222/udp/239.77.0.57:5146
辽宁卫视,http://14.112.83.40:2222/udp/239.77.1.62:5146
辽宁卫视,http://14.112.83.40:2222/udp/239.77.1.103:5146
辽宁卫视,http://14.112.83.40:2222/udp/239.77.0.123:5146
辽宁卫视,http://14.112.83.40:2222/udp/239.77.0.161:5146
黑龙江卫视,http://14.112.83.40:2222/udp/239.77.0.58:5146
黑龙江卫视,http://14.112.83.40:2222/udp/239.77.1.71:5146
黑龙江卫视,http://14.112.83.40:2222/udp/239.77.1.6:5146
黑龙江卫视,http://14.112.83.40:2222/udp/239.77.1.179:5146
黑龙江卫视,http://14.112.83.40:2222/udp/239.77.0.93:5146
黑龙江卫视,http://14.112.83.40:2222/udp/239.77.0.124:5146
贵州卫视,http://14.112.83.40:2222/udp/239.77.0.59:5146
贵州卫视,http://14.112.83.40:2222/udp/239.77.1.61:5146
贵州卫视,http://14.112.83.40:2222/udp/239.77.1.221:5146
贵州卫视,http://14.112.83.40:2222/udp/239.77.0.230:5146
四川卫视,http://14.112.83.40:2222/udp/239.77.0.60:5146
四川卫视,http://14.112.83.40:2222/udp/239.77.1.30:5146
四川卫视,http://14.112.83.40:2222/udp/239.77.1.215:5146
四川卫视,http://14.112.83.40:2222/udp/239.77.0.159:5146
四川卫视,http://14.112.83.40:2222/udp/239.77.0.163:5146
河南卫视,http://14.112.83.40:2222/udp/239.77.0.61:5146
河南卫视,http://14.112.83.40:2222/udp/239.77.1.58:5146
河南卫视,http://14.112.83.40:2222/udp/239.77.1.229:5146
河南卫视,http://14.112.83.40:2222/udp/239.77.0.17:5146
云南卫视,http://14.112.83.40:2222/udp/239.77.0.62:5146
云南卫视,http://14.112.83.40:2222/udp/239.77.1.72:5146
云南卫视,http://14.112.83.40:2222/udp/239.253.43.37:5146
云南卫视,http://14.112.83.40:2222/udp/239.253.43.100:5146
重庆卫视,http://14.112.83.40:2222/udp/239.77.0.63:5146
重庆卫视,http://14.112.83.40:2222/udp/239.77.1.16:5146
重庆卫视,http://14.112.83.40:2222/udp/239.77.1.162:5146
重庆卫视,http://14.112.83.40:2222/udp/239.77.1.210:5146
重庆卫视,http://14.112.83.40:2222/udp/239.77.0.182:5146
河北卫视,http://14.112.83.40:2222/udp/239.77.0.64:5146
河北卫视,http://14.112.83.40:2222/udp/239.77.1.60:5146
河北卫视,http://14.112.83.40:2222/udp/239.77.1.214:5146
河北卫视,http://14.112.83.40:2222/udp/239.77.0.148:5146
